article_id,title,author_name,author_ids,journal,publisher,abstract,source_ori,pdf_ori,pdf_garuda,doi
1552139,Tanggapan Anggota Terhadap Manfaat Pelatihan Public Speaking di Unit Kegiatan Komunikasi dan Penyiaran Kampus Universitas Negeri Padang,Nurhayati Sari|Syafruddin Wahid|Vevi Sunarti,2722270|2696467|2696487,"SPEKTRUM: Jurnal Pendidikan Luar Sekolah (PLS) Vol 6, No 2 (2018): SPEKTRUM: Jurnal Pendidikan Luar Sekolah (PLS): Publishing Juny 2018",Universitas Negeri Padang,"Penelitian ini dilatarbelakangi oleh bagusnya pelatihan public speaking di Unit Kegiatan Komunikasi dan Penyiaran Kampus Universitas Negeri Padang (UKKPPK UNP). Tujuan penelitian adalah untuk menggambarkan manfaat pelatihan public speaking yang meliputi, 1) menumbuhkan cara komunikasi, 2) menambah sikap kepemimpinan, 3) meningkatkan percaya diri. Jenis penelitian ini deskriptif kuantitatif. Populasi dalam penelitian berjumlah 64 orang yang terdiri dari anggota UKKPK angkatan XXII. Teknik pengambilan sampel dalam penelitian ini adalah metode random sampling.  Jumlah sampel dalam penelitian ini adalah 32 orang anggota  yang mengikuti pelatihan public speaking. Teknik pengumpulan data yang digunakan adalah angket, sedangkan alat pengumpul data menggunakan pertanyaan. Hasil penelitian menunjukkan bahwa manfaat pelatihan public speaking menurut anggota pelatihan tergolong sangat baik,dan baik. Saran agar metode dalam pelatihan public speaking terus ditingkatkan lagi oleh instruktur pelatihan.",,,,https://doi.org/10.24036/spektrumpls.v1i2.9080
2090642,REDESAIN KAWASAN LEMBAGA PENYIARAN PUBLIK (LPP) TVRI KALIMANTAN BARAT,"Shahab, Rizky Fadhilla",534295,"JMARS: Jurnal Mosaik Arsitektur Vol 2, No 2 (2014): November",Program Studi Arsitektur Fakultas Teknik Universitas Tanjungpura,"Televisi merupakan media perantara yang paling berpengaruh dalam membentuk kepribadian masyarakat dan secara perlahan akan merubah moral bangsa Indonesia apabila program-program kurang bermutu masih tetap mendominasi. Maka dari itu, perlu suatu perlindungan untuk tetap menjaga moral bangsa Indonesia dengan acara-acara yang bermutu dan mendidik tetapi tetap menghibur. LPP TVRI Kalimantan Barat memiliki tugas memberikan pelayanan informasi, pendidikan dan hiburan yang sehat. Hal ini diharapkan dapat menjaga moral bangsa dengan program-program acara yang disiarkan. LPP TVRI Kalimantan Barat merupakan stasiun televisi lokal di Pontianak yang sudah mengudara sejak tahun 1977. Namun, saat ini LPP TVRI Kalimantan Barat masih mengalami kendala-kendala internal maupun eksternal. LPP TVRI Kalimantan Barat belum mempresentatifkan citra kawasan sebagai stasiun televisi lokal publik, baik dari fasad bangunan, ruang maupun fasilitas. Maka dari itu, perlu dilakukan redesain pada kawasan LPP TVRI Kalimantan Barat. Redesain menyelesaikan permasalahan-permasalahan yang ada di eksisting kawasan dengan desain dan tema yang disesuaikan dengan fungsi kawasan. Konsep integrasi diambil sebagai konsep utama dengan tujuan untuk mengkaitkan permasalahan dari berbagai aspek sehingga mencapai suatu kawasan yang terintegrasi dan fungsional. Hasil redesain kawasan LPP TVRI Kalimantan Barat, mengatasi permasalahan pada eksisting yang berkaitan dengan desain fasad bangunan, program ruang dan fungsi serta fasilitas.   Kata kunci: Stasiun Televisi, LPP TVRI Kalimantan Barat, Integrasi",,,,https://doi.org/10.26418/jmars.v2i2.8207
1558416,Analisis Pengakuan dan Pengukuran Pendapatan Berdasarkan PSAK No. 23 pada Perusahaan Jasa Penyiaran PT XYZ di Kalimantan Barat,"1031131095, LINDA B",1142986,"Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE) Vol 6, No 2 (2017): Jurnal Mahasiswa Akuntansi",Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE),"ABSTRAK Pengakuan dan pengukuran pendapatan yang tepat dan benar sesuai standar akuntansi yang berterima umum diterapkan agar informasi yang di tampilkan dalam laporan keuangan dapat tersedia secara akurat, sehingga pemangku kepentingan di dalam perusahaan dapat mengambil keputusan yang tepat guna menjaga kelangsungan perusahaan. Penelitian ini bertujuan untuk mengetahui pengakuan dan pengukuran pendapatan pada perusahaan jasa penyiaran PT XYZ di Kalimantan Barat apakah telah sesuai dengan PSAK No. 23. Metode penelitian yang digunakan dalam penelitian ini adalah metode penelitian deskriptif dengan pendekatan kualitatif. Hasil penelitian menunjukkan bahwa PT XYZ secara praktis belum sepenuhnya sesuai dengan Pernyataan Standar Akuntansi Keuangan no. 23 revisi 2014. Dimana dalam pengakuan pendapatannya PT XYZ menggunakan metode pengakuan cash basis, yaitu pendapatan baru akan diakui pada saat kas telah diterima. Dalam hal ini PT XYZ belum mengakui pendapatan sesuai dengan PSAK no. 23 revisi 2014 yang mengatakan bahwa pendapatanÂ  diakui dalam periode akuntansi pada saat jasa diberikan. PT XYZ mengakui pendapatan saat kas diterima bukan saat jasa diberikan. Sementara itu, pengukuran pendapatan PT XYZ diukur menggunakan nilai wajar imbalan yang diterima oleh perusahaan berupa kas dalam mata uang rupiah. Dalam hal pengukuran pendapatan, PT XYZ telah sesuai dengan PSAK no. 23 revisi 2014. Â  Kata kunci: pendapatan, pendapatan jasa, cash basis dan nilai wajar. ABSTRACT An appropriate revenue recognition and measurement in accordance with the generally accepted accounting standards is applied in purpose of the information shown in the financial report can be provided accurately, so the stakeholders can make a right decision to maintain the continuity of entity. This research aimed to find out whether the revenue recognition and measurement at PT XYZ in West Borneo was adjusted by PSAK No.23. This research method uses descriptive research method with qualitative approach. The research result shows that PT XYZ was practically not fully applying the revenue recognition and measurement under Financial Statement Accounting Standard No.23 2014 revision. Which in their revenue recognition PT XYZ used cash basis method, it means that their revenue is recognized when they receive the cash. In this case, PT XYZ was not recognizing the revenue in accordance with PSAK No. 23 2014 revision, which stated that revenue is recognized in the accounting period when the service is rendered. PT XYZ was recognizing the revenue when the cash was received not at the time when service was rendered. Meanwhile, the revenue mesurement of PT XYZ was measured by fair value exchange and received in rupiah. In matter of revenue measurement, PT XYZ Â has adjusted it in accordance with PSAK no. 23 2014 revision. Keywords: revenue, service revenue, cash basis, and fair value.",,,,
1558529,ANALISIS PENENTUAN HARGA POKOK TARIF IKLAN PADA LEMBAGA PENYIARAN RADIO VOLARE,"B1032131057, Bella Febrianty Putry",1142839,"Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE) Vol 6, No 2 (2017): Jurnal Mahasiswa Akuntansi",Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE),"Activity Based Costing method is a method that is significant to every activity. Activity Based Costing requires two parameters, namely: (1) The activity of each ad creation (2) the time required in the manufacture of advertising (3) the cost per minute to any overhead to be charged into the activities of manufacture or production of advertising per month This study aims to determine the type of ads on Radio Volare, the ad creation process, the unit time estimate for each activity ad creation and then allocating the cost of the ad creation by Activity Based Costing to determine the cost of advertising rates. To answer the purposes of this study, the researchers conducted a case study, by way of documentary, interview and observation. From the research conducted, researchers get the following results; unit time cost per minute in any overhead costs starting from electricity costs, fees Telephone, cost taps, Broadcast Provider License fees, charges and fees User Rights Retribution Frequency Interference (Ho). In addition, researchers can determine the estimated time within one month of advertising production, in order to know the rate per activity. Then, the researchers were also able to allocate these costs to calculate the operating costs per advertisement that can be compared with existing ad rates to see the company will have a profit or not. Keywords: ABC, Cost, Ad Rates, Radio Volare, Total Cost, Prime Time, Reguler Time",,,,
1558560,Analisis Pengakuan dan Pengukuran Pendapatan Berdasarkan PSAK No. 23 pada Perusahaan Jasa Penyiaran PT XYZ di Kalimantan Barat,"1031131095, LINDA B",1142986,"Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE) Vol 6, No 2 (2017): Jurnal Mahasiswa Akuntansi",Jurnal Kajian Ilmiah Akuntansi Fakultas Ekonomi UNTAN (KIAFE),"ABSTRAK Pengakuan dan pengukuran pendapatan yang tepat dan benar sesuai standar akuntansi yang berterima umum diterapkan agar informasi yang di tampilkan dalam laporan keuangan dapat tersedia secara akurat, sehingga pemangku kepentingan di dalam perusahaan dapat mengambil keputusan yang tepat guna menjaga kelangsungan perusahaan. Penelitian ini bertujuan untuk mengetahui pengakuan dan pengukuran pendapatan pada perusahaan jasa penyiaran PT XYZ di Kalimantan Barat apakah telah sesuai dengan PSAK No. 23. Metode penelitian yang digunakan dalam penelitian ini adalah metode penelitian deskriptif dengan pendekatan kualitatif. Hasil penelitian menunjukkan bahwa PT XYZ secara praktis belum sepenuhnya sesuai dengan Pernyataan Standar Akuntansi Keuangan no. 23 revisi 2014. Dimana dalam pengakuan pendapatannya PT XYZ menggunakan metode pengakuan cash basis, yaitu pendapatan baru akan diakui pada saat kas telah diterima. Dalam hal ini PT XYZ belum mengakui pendapatan sesuai dengan PSAK no. 23 revisi 2014 yang mengatakan bahwa pendapatanÂ  diakui dalam periode akuntansi pada saat jasa diberikan. PT XYZ mengakui pendapatan saat kas diterima bukan saat jasa diberikan. Sementara itu, pengukuran pendapatan PT XYZ diukur menggunakan nilai wajar imbalan yang diterima oleh perusahaan berupa kas dalam mata uang rupiah. Dalam hal pengukuran pendapatan, PT XYZ telah sesuai dengan PSAK no. 23 revisi 2014. Â  Kata kunci: pendapatan, pendapatan jasa, cash basis dan nilai wajar. ABSTRACT An appropriate revenue recognition and measurement in accordance with the generally accepted accounting standards is applied in purpose of the information shown in the financial report can be provided accurately, so the stakeholders can make a right decision to maintain the continuity of entity. This research aimed to find out whether the revenue recognition and measurement at PT XYZ in West Borneo was adjusted by PSAK No.23. This research method uses descriptive research method with qualitative approach. The research result shows that PT XYZ was practically not fully applying the revenue recognition and measurement under Financial Statement Accounting Standard No.23 2014 revision. Which in their revenue recognition PT XYZ used cash basis method, it means that their revenue is recognized when they receive the cash. In this case, PT XYZ was not recognizing the revenue in accordance with PSAK No. 23 2014 revision, which stated that revenue is recognized in the accounting period when the service is rendered. PT XYZ was recognizing the revenue when the cash was received not at the time when service was rendered. Meanwhile, the revenue mesurement of PT XYZ was measured by fair value exchange and received in rupiah. In matter of revenue measurement, PT XYZ Â has adjusted it in accordance with PSAK no. 23 2014 revision. Keywords: revenue, service revenue, cash basis, and fair value.",,,,
1585527,ANALISIS KINERJA ORGANISASI KOMISI PENYIARAN INDONESIA PROVINSI JAWA TENGAH,"Liansyah, Dwi Eki|Maesaroh, Maesaroh",1151334|311576,"Journal of Public Policy and Management Review Volume 7, Nomer 2, Tahun 2018","Jurusan Administrasi Publik, Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Diponegoro","The era of globalization is now modern and it is characterized by the presence of increasingly advanced technology. Technology was created to facilitate the public in obtaining information. Information that can be obtained by the public via mass media such as television. With opennes of the pers, television broadcasts are free and need to be controlled so as not to violate the rules of P3SPS. The broadcaster in Central Java has a large number and wide range. The administrative recap provided by KPID of Central Java is not in accordance with the target. This study was designed to explain in more detail the performance of the Regional Indonesian Broadcasting Commission (KPID) of Central Java Province. This type of research is descriptive qualitative. Indicators that become performance appraisals include productivity, service quality, responsiveness, responsiveness, and accountability. The results of this research can be concluded that the performance of Central Java KPID in providing services to the community needs to be improved again. KPID Central Java has problems in the lack of supervision to the broadcaster, the realization of programs and activities also not in accordance with the time set in the regulation, broadcast permit requirements are complicated for the applicant, as well as regulations that have not updated its contents. The factors that inhibit the performance of Central Java KPID covering human resources and limited infrastructure facilities. Suggestions from researchers on the performance of KPID Central Java is the improvement of supervisory function by involving other public organizations, the addition of human resources and infrastructure facilities as needed, and the existing regulations need to be updated again its contents.",,,,https://doi.org/10.14710/jppmr.v7i2.20351
1800611,Manajemen Strategik Pengawasan Isi Siaran Televisi Swastasiaran Jaringandi Balioleh Komisi Penyiaran Indonesia Daerah Bali,Emma Ratna Sari Moedy,3680563,"Jurnal Ilmiah Cakrawarti Vol 2, No 2 (2019)",Universitas Mahendradatta Denpasar,"As one of the electronic media, television is present in the most private space of television toactually live from advertisers. The public or the public in this case is placed in one position as acommodity that is able to capture advertisers who can provide income for the life of the televisionstation. human life. Television is present in the family room, even the bedroom. audiences have the rightto receive quality shows that are useful for them, and not only give priority to the benefits of televisionstation owners. The media has so far been influenced by ratings so enforcement of the code of conductis often ignored. Ratings also cause uniformity of type of viewing on television stations. Law No. 32 of2002 concerning Broadcasting was born from the spirit of freedom of opinion and obtain the widestpossible information for the community. The Broadcasting Law is a law governing the principles ofbroadcasting that apply in Indonesia. This includes the principles, objectives, functions and directionof national broadcasting, regulating the provisions of the Indonesian Broadcasting Commission,broadcasting services, Public Broadcasting Institutions, Private Broadcasting Institutions, SubscribedBroadcasting Institutions, Community Broadcasting Institutions, Foreign Broadcasting Institutions,Broadcasting Stations and broadcast coverage, and licensing and broadcast activities. The principlesin the Broadcasting Law are held based on the Pancasila and the 1945 Constitution of the Republic ofIndonesia with the principles of benefits, fair and equitable, legal certainty, security, diversity,partnerships, ethics, independence, freedom, and responsibility.",,,,https://doi.org/10.47532/jic.v2i2.128
1595552,PENERAPAN SANKSI PIDANA TERHADAP TELEVISI KABEL YANG TIDAK MEMILIKI IZIN DI KABUPATEN KAMPAR BERDASARKAN UNDANG-UNDANG NOMOR 32 TAHUN 2002 TENTANG PENYIARAN,Rayonnita Rayonnita|Mexsasai Indra|Ferawati Ferawati,3231313|286859|2614803,"Jurnal Online Mahasiswa (JOM) Bidang Ilmu Hukum Vol 6, No 1 (2019): Januari -Juni 2019",Jurnal Online Mahasiswa (JOM) Bidang Ilmu Hukum,"Providing sanctions against cable television companies that do not have broadcast licenses is one of the crimes that harm some other businessmen. Application of legal sanctions for broadcast licenses based on Law Number 32 of 2002 concerning broadcasting licenses in Kampar Regency. Obstacles in law enforcement against broadcasting licenses based on Law Number 32 of 2002 concerning broadcasting permits. Efforts are being made to overcome barriers and law enforcement against broadcasting licenses based on Law Number 32 of 2002 concerning broadcasting licensesThis type of research is Sociological Law research, i.e. research by looking at the effectiveness of the validity of the law in the field other than that in this study the author immediately conducted a research location or place studied to provide a complete and clear picture of the problem under study. This research was conducted at the Krp Polisi Pekanbaru City Resort and the Riau Provincial Indonesian Broadcasting Commission. The population and sample are all parties related to the problem under study. Data sources used are: primary data, secondary data and tertiary data, data collection techniques using interviews and literature review.From the results of this study there are three main problems that can be concluded. First, the application of criminal sanctions against criminal acts of cable television that do not have broadcast licenses in kampar regency, even though the law enforcement process does not work in accordance with the provisions concerning Law Number 32 of 2002 concerning Broadcasting. Secondly, the weaknesses of the Regional Indonesian Broadcasting Commission in giving broadcast licenses due to problems both internally and externally within the organization of the Riau Province KPID relate to the role of the organization independently based on the Law and the decentralization of power related to the Law. Third, Overcoming the weaknesses of the Regional Indonesian Broadcasting Commission (KPID) Process, yes it does the effectiveness of Supervision of all cable television service providers in the region involving the Regional Broadcasting Commission (KPID) of Riau Province, Regional Government, and the Police to provide cable television services not to broadcast which is contrary to Broadcasting standards. The author's advice, First, It is better to apply criminal sanctions in the US to be sanctions only. Second, the dissemination of information by the Regional Indonesian Broadcasting Commission (KPID) on cable television in several districts. Third, make supervision effective for all institutions providing cable television services in the area.",,,,
1611414,PERLINDUNGAN HUKUM BAGI PRODUCTION HOUSE TERHADAP PENYIARAN FILM YANG SEDANG TAYANG DI BIOSKOP TANPA IZIN MELALUI MEDIA SOSIAL,"Dewina, Alvieta|Permata, Rika Ratna|Muchtar, Helitha Novianty",1472721|3107330|1168344,"Law and Justice Vol 5, No 1 (2020)",Muhammadiyah University Press,"Penelitian ini bertujuan untuk meninjau perlindungan hukum bagi rumah produksi sebagai pemegang Hak Cipta serta memberikan pengetahuan mengenai tindakan hukum yang dapat dilakukan oleh rumah produksi terhadap kerugian ekonomi yang ditimbulkan atas tindakan penyiaran film bioskop tanpa izin melalui media sosial. Hukum bersifat dinamis berjalan seirama dengan perkembangan masyarakat dan telah memasuki era digital. Penyiaran film bioskop tanpa izin melalui media sosial merupakan contoh perbuatan melawan hukum telah memasuki dunia digital beserta konsekuensinya. Penelitian ini diharapkan dapat menciptakan kesadaran pada masyarakat bahwa pembajakan dapat menimbulkan kerugian baik materil maupun imateril terutama bagi rumah produksi. Penelitian ini menitikberatkan pada pembajakan yang telah berkembang ke dalam jenis baru, yaitu pembajakan melalui media sosial, khususnya penyiaran kembali melalui Bigo Live. Penelitian ini menggunakan metode analisis data yuridis kualitatif. Metode yang digunakan adalah penelitian literatur yaitu penelitian secara normatif khususnya Undang-Undang Nomor 28 Tahun 2014 Tentang Hak Cipta. Penyiaran kembali film bioskop tanpa izin melalui media sosial merupakan pelanggaran Hak Cipta berdasarkan Undang-Undang Hak Cipta. Penelitian ini juga menyimpulkan bahwa rumah produksi merupakan badan hukum yang dilindungi oleh Undang-Undang Hak Cipta sebagai Pencipta, sehingga rumah produksi mendapatkan pelindungan hukum atas segala bentuk pelanggaran Hak Ekonomi dan Hak Moral Pencipta, termasuk pada dunia digital. Penelitian ini menyimpulkan bahwa pihak rumah produksi selaku pemilik Hak Cipta sebuah karya film dapat melakukan gugatan hukum secara perdata atas kerugian ekonomi berdasarkan Pasal 95 dan 96 Undang-Undang Hak Cipta dan juga secara pidana sesuai dengan ketentuan Pasal 105 Undang-Undang Hak Cipta.",,,,https://doi.org/10.23917/laj.v5i1.10399
2043879,EFEKTIVITAS PENGAWASAN KOMISI PENYIARAN INDONESIA DAERAH SULAWESI SELATAN TERHADAP PEMILIHAN KEPALA DAERAH,"Pelani, Herman|Madiong, Baso|Makkawaru, Zulkifli",1425953|466134|466157,"Indonesian Journal of Legality of Law Vol. 2 No. 1 (2019): Indonesian Journal of Legality of Law, Desember 2019",Postgraduate Bosowa University Publishing,"Tujuan penelitian ini adalah, untuk mengetahui pelaksanaan dan faktor yang mempengaruhi efektifitas pengawasan Komisi Penyiaran Indonesia Daerah Sulawesi Selatan terhadap Program Pemilihan Kepala Daerah Tahun 2018, dilaksanakan di Kantor Komisi Penyaiara Indonesia Daerah Sulawesi Selatan di Kota Makassar. Metode yang gunakan adalah metode kuantitatif dengan tujuan untuk menguji pelaksanaan pengawasan Komisi Penyiaran Indonesia Daerah Sulawesi Selatan terhadap program Pemilihan Kepala Daerah tahun 2018. Hasil penelitian ini menunjukkan bahwa pelaksanaan pengawasan Komisi Penyiaran Indonesia Daerah Sulawesi Selatan terhadap program siaran Pemilihan Kepala Daerah tahun 2018 telah dilaksanakan, namun belum berjalan sebagaimana mestinya. Adapaun faktor-faktor yang memengaruhi efektivitas pelaksanaan pengawasan Komisi Penyiaran Indonesia Daerah Sulawesi Selatan terhadap program siaran Pemilihan Kepala Daerah tahun 2018 yaitu kurangnya sarana dan prasarana, kurangnya sumber daya manusia staf pengawas siaran (monitoring) dan sanksi hukum yang tidak memberikan efek jera kepada lembaga penyiaran yang melakukan pelanggaran. The purpose of this study was to determine the implementation and the factors that influence the effectiveness of the South Sulawesi Regional Indonesian Broadcasting Commission's supervision of the 2018 Regional Election Program, carried out at the South Sulawesi Regional Indonesian Commissioner's Office in Makassar. The method used is a quantitative method with the aim of testing the implementation of the supervision of the South Sulawesi Regional Indonesian Broadcasting Commission on the Regional Head Election program in 2018. The results of this study shows that the implementation of the supervision of the South Sulawesi Regional Indonesian Broadcasting Commission on the Regional Head Election Broadcast Program in 2018 has been carried out, but it has not been running as it should. The factors that influence the effectiveness of the implementation of the South Sulawesi Regional Indonesian Broadcasting Commission's supervision of the Regional Election Broadcasting program in 2018 are the lack of facilities and infrastructure, the lack of human resources of broadcast supervisors (monitoring) and legal sanctions that do not provide a deterrent effect to broadcasters who committed the violation.",,,,https://doi.org/10.35965/ijlf.v2i1.138
1651090,Pesan-Pesan Dakwah Akun Instagram @sahabat_islami Dalam Meningkatkan Kesadaran Keagamaan (Studi Pada Mahasiswa Komunikasi dan Penyiaran Islam (KPI) Fakultas Dakwah dan Komunikasi UIN Ar-Raniry),Lisa Seri Wahyuni,3909622,"Jurnal Peurawi: Media Kajian Komunikasi Islam Vol 2, No 2 (2019): Jurnal Peurawi: Media Kajian Komunikasi Islam","Ar-Raniry State Islamic University, Indonesia","This article examines the message of preaching in the Instagram media @sahabat_islami, because along with the development of the era, the netizens use Instagram media as a media in reviewing about the Islamic, with the media, the messages will be delivered quickly to the followers. This study uses a qualitative research type with a descriptive approach. It is used to examine the design as a whole, while the approach is a descriptive approach with the goal of being able to describe comprehensively the research results obtained in the field. The results of the discussion say that the messages of Da'wah through the media istagram @sahabat_islami contain the message of Aqidah, sharia message, and Akhlak. Netizen comments on the post are positive and negative. Positive comments are helpful for gaining insight into Keislaman, a negative comment saying that the account is indicated by the business. The message of preaching on the Instagram account @sahabat_islami in raising religious awareness is, since becoming an Instagram follower they have an impact in the better direction, and often practice about the knowledge gained through the postings on the account.",,,,https://doi.org/10.22373/jp.v2i2.5889
1654271,Pengaruh Jarak terhadap Efektivitas Komunikasi Antarpribadi (Studi Pada Mahasiswa Komunikasi Penyiaran Islam FDIK UIN IB,Riza Nurfitri|Neni Efrita|Lidya Arman|Prima Kurinati Hamzah,3991356|3991317|3991359|3991360,AL MUNIR : Jurnal Komunikasi dan Penyiaran Islam Volume 10 Nomor 2 Tahun 2019,Universitas Islam Negeri Imam Bonjol Padang,"Relationships between children and parents are so familiar or often communicate face to face because they live in one house. When far away the closeness of parents and children is still maintained as if they lived in one house or not. Basically, parents and children must want to communicate even if they are just asking to let go of homesickness. The purpose of this study is to find out and explain the effect of openness on long distance relationships, to determine the effect of empathy for long distance relationships, and to determine the effect of support for long distance relationships. This study uses quantitative research methods. Data collection techniques used were questionnaires. The questionnaire used has passed the validity test. Questionnaires were distributed to 42 respondents selected from 168 populations using random sampling techniques. The data obtained is processed using the SPSS data processing program. The results obtained were analyzed using descriptive analysis techniques. The results that can be taken from this study are: (1) aspects of self-openness to long distance relationships are normal that self-disclosure does not have a significant relationship to long-distance relationships. (2) the aspect of empathy for long distance relationships is normal but the results of empathy are not related to long distance relationships. (3) aspects of support for long distance relationships are normal and support does not affect long distance relationships.",,,,https://doi.org/10.15548/amj-kpi.v2i2.496
1658101,BENTUK KOMUNIKASI ORGANISASI DI JURUSAN KOMUNIKASI DAN PENYIARAN ISLAM UIN AR-RANIRY BANDA ACEH,"Putra, Heri Rahmatsyah",3611353,SOURCE : Jurnal Ilmu Komunikasi Source : Jurnal Ilmu Komunikasi Volume 5 Nomor 2 Oktober 2019,Universitas Teuku Umar,"The purpose of this research is to know the organisation of communication of the Management organization Department of Communication and Islamic broadcasting of Da'wah andÂ communication faculty to be a solution in resolving academic problems. The method used is aÂ qualitative method. The data collection techniques used are observations and live events. ThisÂ research is located in Darussalam precisely in the Department of Communication and IslamicBroadcasting Faculty of Da'wah and communication State Islamic University Ar-Raniry BandaÂ Aceh and the informant in this study amounted to 5 people. Data analysis is performed usingÂ qualitative descriptive approach techniques. The results of the authors showed that the form ofÂ communication organization conducted by the Department of Communication and Islamic broadcasting State Islamic University Ar Raniry to lecturers in resolving academic problems inÂ general is a form of Communication, although sometimes also ongoing form of communicationÂ top down from the department to the lecturers. Communication is sometimes done directly andÂ also using the media. From the results the authors assess that the form of communication of theÂ Organization has been used to see the phenomenon in the field that lecturers have busy outsidethe campus so that it is not always on campus and can communicate Directly with the majors. Keywords: Forms, Communication, Organization",,,,https://doi.org/10.35308/source.v5i2.1714
1664442,Peran Media Online Terhadap Kinerja Lembaga Penyiaran Publik Di Era Konvergensi Media (Studi Kasus : LPP RRI Madiun),Yulia Harfiah,4295234,REVITALISASI : Jurnal Ilmu Manajemen Vol 7 No 2 (2018): REVITALISASI : Jurnal Ilmu Manajemen,Universitas Islam Kadiri,"Perkembangan teknologi informasi, menghadirkan tantangan-tantangan baru. Tidak terkecuali pada dunia media, bukan hanya di Indonesia, semua media di berbagai belahan dunia pun, saat ini menghadapi tantangan yang sama. Tantangan itu bertajuk, “Konvergensi Media”. Kemajuan teknologi akhirnya mengubah pola konsumsi informasi oleh publik terhadap media. Tren media konvensional yang sudah merambah ke media online (internet) rupanya turut mengubah cara audiens menikmati informasi berita. Teknologi digital ini yang juga melahirkan majalah digital, koran digital, radio digital hingga video digital. Metode penelitian dalam penelitian ini adalah pendekatan kualitatif. Metode ini menjadi pisau analisis paling tepat karena dalam kasus konvergensi media ini, peneliti hanya berfokus untuk menelaah Peran konvergensi media terhadap Kinerja LPP RRI Madiun. Idealnya keberadaan media publik adalah sebagai media pemberi informasi yang dibutuhkan oleh publik, baik dari media konvensional maupun media online yang dimilikinya, inilah rencana jangka pendek RRI. Kebutuhan publik ini yang menjadi faktor utama semangat media publik untuk terus berbenah dan melakukan inovasi untuk mengakomodirnya, baik dari tampilan atau kualitas siaran dan juga dengan variatifnya konten-konten berita yang menarik, dibutuhkan dan mudah diakses oleh bermacam medium penghantarnya (media baru dan konvensional), golongan (usia, pendidikan, strata sosial) dan lingkup daerah (desa, kota, perbatasan). Dalam konteks media baru yaitu portal berita online rri.co.id, memiliki rencana jangka pendek menjadi rujukan informasi dan sumber berita yang dapat dipercaya baik dari skala nasional (Indonesia) maupun skala internasional, adalah suatu keharusan, implikasinya rencana ini tercapai adalah media lain, baik publik dan swasta skala dalam dan luar negeri bisa mengambil konten RRI Madiun dan disebarluaskan di medianya masing-masing, tentu ini juga sebagai sarana updating informasi dan pengabaran citra positif bangsa Indonesia. Walau rencana ini adalah jangka panjang, namun RRI harus terus optimis akan usaha dan proses yang sedang dilalui tersebut agar bisa menginformasikan Indonesia dalam level dunia.",,,,https://doi.org/10.32503/revitalisasi.v7i2.796
1666040,KEBIJAKAN KOMISI PENYIARAN INDONESIA TERHADAP KONTEN TELEVISI EDISI RAMADHAN,"Najikh, Ahmad Hayyan|Ardy Zaini, Muhammad",1517917|1517918,Dakwatuna: Jurnal Dakwah dan Komunikasi Islam Vol 6 No 01 (2020): FEBRUARI,Institut Agama Islam Syarifuddin Lumajang,"The research entitled "" THE KPI POLICY IN THE TELEVISION INDUSTRY (Case Study of KPI Policy on Content of Television Broadcasting Program Ramadhan Edition)"" is motivated by the lack of maximum role of the government in creating situations and conditions conducive to worship in the month of Ramadan, especially in the realm of television media broadcasting the Ramadan edition)"". The concrete form is that some of the da'wah programs on television present more shows than guidance, some deviate to the point of lacking in everyday examples. Whereas television, if seen from the perspective of da'wah, can be said to be an effective da'wah media. And the role of government here is institutionally represented by KPI (Indonesian Broadcasting Commission). This study aims to find out exactly how the Indonesian Broadcasting Commission's policies towards television media content, especially during the month of Ramadan. Because of KPI's findings, found violations committed by television media are a repetition of previous years. This research is a qualitative study using policy analysis as a methodology for analyzing KPI policies, which includes collecting data from online news, the Broadcasting Law, KPI's official website and MUI statement, and then analyzing the findings. The results show that if theoretically, the policies issued by KPI institutions are legally strong and must be obeyed by all parties related to KPI institutions. But in reality there are still those who have not yet implemented it. And when related to the theories above, the factors that cause implementation to fail are due to factors such as the selection of the wrong strategy, or the wrong ""machine"" or ""instrument""; ""Programming"" bureaucracy is wrong; the operation operation is bad; there is something wrong at the ""executive level""; or a bad response to a problem. From these factors, it could be that the factors within the KPI are the poor level of implementing policies. The lack of strict sanctions provided, so that KPI institutions do not have the authority in the eyes of media stakeholders. And can also be bad bureaucratic instruments.",,,,https://doi.org/10.36835/dakwatuna.v6i01.502
