data_id,judul_singkat,judul_tentang,relasi_peraturan,regulasi_rujukan,regulasi_tentang
143725,Permenkominfo No. 40 Tahun 2014,Pendelegasian Wewenang Penyelenggaraan Pelayanan Terpadu Satu Pintu Bidang Komunikasi Dan Informatika Kepada Kepala Badan Koordinasi Penanaman Modal,Mencabut,"Peraturan Menteri Komunikasi dan Informatika ini, maka Peraturan Menteri Komunikasi dan Informatika Republik Indonesia No.: 50/PER/M.KOMINFO/12/2009",Pendelegasian Wewenang Pemberian Izin Usaha di Bidang Komunikasi dan Informatika Dalam Rangka Pelaksanaan Pelayanan Terpadu Satu Pintu (PTSP) di Bidang Penanaman Modal kepada Kepala Badan Koordinasi Penanaman Modal
171061,PERWALI Kota Palembang No. 23 Tahun 2021,Jadwal Retensi Arsip Substantif di Lingkungan Pemerintah Kota Palembang,Mencabut,Peraturan Walikota Palembang No. 37 Tahun 2016,Jadwal Retensi Arsip Substantif 10 (sepuluh) Urusan dan Tata Cara Penyusutannya
171061,PERWALI Kota Palembang No. 23 Tahun 2021,Jadwal Retensi Arsip Substantif di Lingkungan Pemerintah Kota Palembang,Mencabut,Peraturan Walikota Palembang No. 24 Tahun 2018,Jadwal Retensi Arsip Substantif 13 (tiga belas) Urusan dan Tata Cara Penyusutannya
129578,Permendikbud No. 11 Tahun 2018,Organisasi Dan Tata Kerja Kementerian Pendidikan Dan Kebudayaan,Dicabut,Permendikbud No. 45 Tahun 2019,Organisasi dan Tata Kerja Kementerian Pendidikan dan Kebudayaan
129578,Permendikbud No. 11 Tahun 2018,Organisasi Dan Tata Kerja Kementerian Pendidikan Dan Kebudayaan,Diubah,Permendikbud No. 9 Tahun 2019,Perubahan Atas Peraturan Menteri Pendidikan Dan Kebudayaan Nomor 11 Tahun 2018 Tentang Organisasi Dan Tata Kerja Kementerian Pendidikan Dan Kebudayaan
28018,UU No. 28 Tahun 2014,Hak Cipta,Mencabut,UU No. 19 Tahun 2002,Hak Cipta
70925,PERPRES No. 111 Tahun 2007,Perubahan atas Peraturan Presiden Nomor 77 Tahun 2007 tentang Daftar Bidang Usaha yang Tertutup dan Bidang Usaha yang Terbuka dengan Persyaratan di Bidang Penanaman Modal,Dicabut,PERPRES No. 36 Tahun 2010,Daftar Bidang Usaha yang Tertutup dan Bidang Usaha yang Terbuka dengan Persyaratan di Bidang Penanaman Modal
70925,PERPRES No. 111 Tahun 2007,Perubahan atas Peraturan Presiden Nomor 77 Tahun 2007 tentang Daftar Bidang Usaha yang Tertutup dan Bidang Usaha yang Terbuka dengan Persyaratan di Bidang Penanaman Modal,Mengubah,PERPRES No. 77 Tahun 2007,Daftar Bidang Usaha yang Tertutup dan Bidang Usaha yang Terbuka dengan Persyaratan di Bidang Penanaman Modal
161976,Peraturan BKPM No. 3 Tahun 2021,Sistem Perizinan Berusaha Berbasis Risiko Terintegrasi secara Elektronik,Mencabut,Perka BKPM No. 4 Tahun 2014,Sistem Pelayanan Informasi dan Perizinan Investasi Secara Elektronik
189750,PERWALI Kota Surakarta No. 29 Tahun 2020,Pedoman Jadwal Retensi Arsip Pemerintah Kota Surakarta,Mencabut sebagian,Peraturan Walikota No. 28 Tahun 2017,Pedoman Klasifikasi Arsip dan Jadwal Retensi Arsip di Lingkungan Pemerintah Kota Surakarta khususnya pada pengaturan JRA
164681,PERBUP Kab. Sumedang No. 56 Tahun 2020,Perubahan Atas Peraturan Bupati Nomor 149 Tahun 2019 Tentang Klasifikasi Arsip Di Lingkungan Pemerintah Daerah Kabupaten Sumedang,Dicabut,PERBUP Kab. Sumedang No. 40 Tahun 2023,Klasifikasi Arsip di  Lingkungan Pemerintah Daerah Kabupaten Sumedang
164681,PERBUP Kab. Sumedang No. 56 Tahun 2020,Perubahan Atas Peraturan Bupati Nomor 149 Tahun 2019 Tentang Klasifikasi Arsip Di Lingkungan Pemerintah Daerah Kabupaten Sumedang,Mengubah,PERBUP Kab. Sumedang No. 149 Tahun 2019,Klasifikasi Arsip di Lingkungan Pemerintah Daerah Kabupaten Sumedang
111647,PERDA Prov. Sulawesi Barat No. 3 Tahun 2018,Pengelolaan Barang Milik Daerah,Mencabut,Perda No 14 Tahun 2009,
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Dicabut,PP No. 143 Tahun 2000,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahan Nilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Beberapa Kali Diubah Terakhir Dengan Undang-Undang Nomor 18 Tahun 2000
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Diubah,PP No. 59 Tahun 1999,"Perubahan Ketiga Atas Peraturan Pemerintah Nomor 50 Tahun 1994 Tentang Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahan Nilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah, Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994"
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Diubah,PP No. 14 Tahun 1998,"Perubahan Atas Peraturan Pemerintah Nomor 50 Tahun 1994 Tentang Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahan Nilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994, Sebagaimana Telah Diubah Terakhir Dengan Peraturan Pemerintah Nomor 36 Tahun 1996"
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Diubah,PP No. 36 Tahun 1996,"Perubahan Atas Peraturan Pemerintah Nomor 50 Tahun 1994 Tentang Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahan Nilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994, Sebagaimana Telah Diubah Dengan Peraturan Pemerintah Nomor 20 Tahun 1996"
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Diubah,PP No. 20 Tahun 1996,Perubahan Atas Peraturan Pemerintah Republik Indonesia Nomor 50 Tahun 1994 Tentang Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahan Nilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 36 Tahun 1993,Perubahan Atas Peraturan Pemerintah Nomor 22 Tahun 1985 Tentangpelaksanaan Undang-Undang Pajak Pertambahan Nilai 1984 Sebagaimana Telah Beberapa Kali Diubah Terakhir Dengan Peraturan Pemerintah Nomor 76 Tahun 1991
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 76 Tahun 1991,Perubahan Atas Peraturan Pemerintah Nomor 22 Tahun 1985 Tentang Pelaksanaan Undang-Undang Pajak Pertambahan Nilai 1984 Sebagaimana Telah Beberapa Kali Diubah Terakhir Dengan Peraturan Pemerintah Nomor 65 Tahun 1991
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 75 Tahun 1991,Pengenaan Pajak Pertambahan Nilai Atas Penyerahan Barang Kena Pajak Yang Dilakukan Oleh Pedagang Eceran Besar
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 65 Tahun 1991,Perubahan Atas Peraturan Pemerintah Nomor 22 Tahun 1985 Tentang Pelaksanaan Undang-Undang Pajak Pertambahan Nilai 1984 Sebagaimana Telah Diubah Dengan Peraturan Pemerintah Nomor 29 Tahun 1988
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 29 Tahun 1988,Perubahan Atas Pasal 16 Peraturan Pemerintah Nomor 22 Tahun 1985 Tentang Pelaksanaan Undang-Undang Pajak Pertambahan Nilai 1984
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 28 Tahun 1988,Pengenaan Pajak Pertambahan Nilai Atas Penyerahan Barang Kena Pajak Yang Dilakukan Oleh Pedagang Besar Dan Penyerahan Jasa Kena Pajak Disamping Yang Dilakukan Oleh Pemborong
46749,PP No. 50 Tahun 1994,Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 Tentang Pajak Pertambahannilai Barang Dan Jasa Dan Pajak Penjualan Atas Barang Mewah Sebagaimana Telah Diubah Dengan Undang-Undang Nomor 11 Tahun 1994,Mencabut,PP No. 22 Tahun 1985,Pelaksanaan Undang-Undang Pajak Pertambahan Nilai 1984
312362,Permenkominfo No. 6 Tahun 2019,Rencana Induk Frekuensi Radio untuk Keperluan Penyelenggaraan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio Ultra High Frequency,Mencabut,Permenkominfo No. 8 Tahun 2013,Perubahan atas Peraturan Menteri Nomor 23/PER/M.KOMINFO/11/2011 Tentang Rencana Induk (Masterplan) Frekuensi Radio Untuk Keperluan Televisi Siaran Digital Terestrial Pada Pita Frekuensi Radio 478 – 694 Mhz
312362,Permenkominfo No. 6 Tahun 2019,Rencana Induk Frekuensi Radio untuk Keperluan Penyelenggaraan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio Ultra High Frequency,Mencabut,Permenkominfo No. 17 Tahun 2013,Penggunaan Pita Spektrum Frekuensi Radio Ultra High Frequency pada Zona Layanan I dan Zona Layanan XIV untuk Keperluan Transisi Televisi Siaran Digital Terestrial
312362,Permenkominfo No. 6 Tahun 2019,Rencana Induk Frekuensi Radio untuk Keperluan Penyelenggaraan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio Ultra High Frequency,Mencabut,Permenkominfo No. 5/PER/M.KOMINFO/2/2012 Tahun 2012,Standar Penyiaran Televisi Digital Terestrial Penerimaan Tetap Tidak Berbayar (Free-To-Air)
312362,Permenkominfo No. 6 Tahun 2019,Rencana Induk Frekuensi Radio untuk Keperluan Penyelenggaraan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio Ultra High Frequency,Mencabut,Permenkominfo No. 22 Tahun 2012,"Penggunaan Pita Spektrum Frekuensi Radio Ultra High Frequency pada Zona Layanan IV, Zona Layanan V, Zona Layanan VI, Zona Layanan VII dan Zona Layanan XV untuk Keperluan Transisi Televisi Siaran Digital Terestrial"
312362,Permenkominfo No. 6 Tahun 2019,Rencana Induk Frekuensi Radio untuk Keperluan Penyelenggaraan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio Ultra High Frequency,Mencabut,Permenkominfo No. 23/PER/M.KOMINFO/11/2011 Tahun 2011,Rencana Induk (Masterplan) Frekuensi Radio Untuk Keperluan Televisi Siaran Digital Terestrial pada Pita Frekuensi Radio 478 – 694 Mhz
68754,PP No. 44 Tahun 1951,"Pelaksanaan Penyerahan Sebagian Dari Urusan 
Pemerintah Pusat Dalam Lapangan Pertanian Kepada 
Propinsi Sumatera Tengah",Diubah,PP No. 31 Tahun 1957,"Perubahan Peraturan Pemerintah No. 44, 45, 46, 65 Tahun 1951, No. 45, 51 Tahun 1952, No. 18 Tahun 1953 dan No. 12 Tahun 1954"
302867,PERDA Kab. Sleman No. 14 Tahun 2022,Pengelolaan Barang Milik Daerah,Mencabut,Peraturan Bupati Sleman No. 8.1 Tahun 2020,"Pengelolaan
Barang Milik Daerah"
302867,PERDA Kab. Sleman No. 14 Tahun 2022,Pengelolaan Barang Milik Daerah,Mencabut,Peraturan Bupati Sleman No. 2 Tahun 2022,"Perubahan
Atas Peraturan Bupati Sleman No. 8.1 Tahun 2020 tentang
Pengelolaan Barang Milik Daerah"
169672,Peraturan Bawaslu No. 1 Tahun 2012,Pengawasan Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah,Dicabut,Peraturan Bawaslu No. 11 Tahun 2014,Pengawasan Pemilihan Umum
169672,Peraturan Bawaslu No. 1 Tahun 2012,Pengawasan Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah,Mencabut,Peraturan Bawaslu No. 19 Tahun 2009,
221,PERDA Prov. Bangka Belitung No. 1 Tahun 2016,Pengelolaan Barang Milik Daerah,Dicabut,PERDA Prov. Bangka Belitung No. 3 Tahun 2018,PENGELOLAAN BARANG MILIK DAERAH
221,PERDA Prov. Bangka Belitung No. 1 Tahun 2016,Pengelolaan Barang Milik Daerah,Mencabut,PERDA Prov. Bangka Belitung No. 9 Tahun 2007,Pengelolaan Barang Milik Daerah
301246,PERDA Kab. Rembang No. 4 Tahun 2022,Perubahan atas Peraturan Daerah Nomor 1 Tahun 2018 tentang Pengelolaan Barang Milik Daerah,Mengubah,"Peraturan Daerah No. 1
Tahun 2018",Pengelolaan Barang Milik Daerah
204352,PERDA Kab. Ogan Komering Ulu Selatan No. 1 Tahun 2020,Pengelolaan Barang Milik Daerah,Mencabut,PERDA Kab. Ogan Komering Ulu Selatan No. 8 Tahun 2010, Pengelolaaan Barang Milik Daerah
178160,PERDA Kota Prabumulih No. 8 Tahun 2021,Pengelolaan Barang Milik Daerah,Mencabut,PERDA Kota Prabumulih No. 4 Tahun 2008,Pengelolaan Barang Milik Daerah
64183,PERDA Prov. Kalimantan Barat No. 3 Tahun 2008,Pengelolaan Barang Milik Negara,Dicabut,PERDA Prov. Kalimantan Barat No. 3 Tahun 2019,PENGELOLAAN BARANG MILIK DAERAH
67967,PERDA Kab. Banggai Kepulauan No. 7 Tahun 2009,PENGELOLAAN BARANG MILIK DAERAH KABUPATEN BANGGAI KEPULAUAN,Dicabut,PERDA Kab. Banggai Kepulauan No. 7 Tahun 2019,PENGELOLAAN BARANG MILIK DAERAH
267969,Permendag No. 61/M-DAG/PER/9/2013 Tahun 2013,Perubahan atas Peraturan Menteri Perdagangan Nomor 83/M-DAG/PER/12/2012 Tentang Ketentuan Impor Produk Tertentu,Dicabut,Permendag No. 87/M-DAG/PER/10/2015 Tahun 2015,Ketentuan Impor Produk Tertentu
267969,Permendag No. 61/M-DAG/PER/9/2013 Tahun 2013,Perubahan atas Peraturan Menteri Perdagangan Nomor 83/M-DAG/PER/12/2012 Tentang Ketentuan Impor Produk Tertentu,Dicabut,Permendag No. 53/M-DAG/PER/7/2015 Tahun 2015,Ketentuan Impor Tekstil dan Produk Tekstil Batik dan Motif Batik
267969,Permendag No. 61/M-DAG/PER/9/2013 Tahun 2013,Perubahan atas Peraturan Menteri Perdagangan Nomor 83/M-DAG/PER/12/2012 Tentang Ketentuan Impor Produk Tertentu,Diubah,Permendag No. 73/M-DAG/PER/10/2014 Tahun 2014,Perubahan Ketiga atas Peraturan Menteri Perdagangan Nomor 83/M-DAG/PER/12/2012 Tentang Ketentuan Impor Produk Tertentu
267969,Permendag No. 61/M-DAG/PER/9/2013 Tahun 2013,Perubahan atas Peraturan Menteri Perdagangan Nomor 83/M-DAG/PER/12/2012 Tentang Ketentuan Impor Produk Tertentu,Mengubah,Permendag No. 83/M-DAG/PER/12/2012,
14726,PERDA Prov. DIY No. 15 Tahun 2011,Pengelolaan Barang Milik Daerah,Dicabut,PERDA Prov. DIY No. 6 Tahun 2018,Pengelolaan Barang Milik Daerah
301924,PERDA Kab. Puncak Jaya No. 2 Tahun 2021,Pengelolaan Barang Milik Daerah,Mencabut,Peraturan Daerah Kabupaten Puncak Jaya No. 6 Tahun 2015,
254577,Permenkominfo No. 12/PER/M.KOMINFO/2/2009 Tahun 2009,Perubahan atas Keputusan Menteri Perhubungan Nomor : KM.76 Tahun 2003 tentang Rencana Induk (Master Plan) Frekuensi Radio Penyelenggaraan Telekomunikasi Khusus untuk Keperluan Televisi Siaran Analog pada Pita Ultra High Frequency (UHF),Dicabut,Permenkominfo No. 31 Tahun 2014,Rencana Induk (Masterplan) Frekuensi Radio Penyelenggaraan Telekomunikasi Khusus untuk Keperluan Televisi Siaran Analog pada Pita Ultra High Frequency
254577,Permenkominfo No. 12/PER/M.KOMINFO/2/2009 Tahun 2009,Perubahan atas Keputusan Menteri Perhubungan Nomor : KM.76 Tahun 2003 tentang Rencana Induk (Master Plan) Frekuensi Radio Penyelenggaraan Telekomunikasi Khusus untuk Keperluan Televisi Siaran Analog pada Pita Ultra High Frequency (UHF),Mengubah,Keputusan Menteri Perhubungan No. ; KM 76 Tahun 2003 Tentang Rencana Induk (Master Plan Frekuensi Radio Penyelenggaraan Telekomunikasi Khusus Untuk Keperluan Televisi Siaran Analog Pada Pita Ultra High Frequency (UHF),
288247,PERPRES No. 130 Tahun 2022,Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2023,Diubah,PERPRES No. 75 Tahun 2023,Perubahan atas Peraturan Presiden Nomor 130 Tahun 2022 Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2023
197087,Permenkominfo No. 7 Tahun 2021,Penggunaan Spektrum Frekuensi Radio,Dicabut sebagian,Permenkominfo No. 9 Tahun 2023,Petunjuk Pelaksanaan Penetapan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Sektor Sumber Daya dan Perangkat Pos dan Informatika
197087,Permenkominfo No. 7 Tahun 2021,Penggunaan Spektrum Frekuensi Radio,Mencabut,Permenkominfo No. 9 Tahun 2018,Ketentuan Operasional Penggunaan Spektrum Frekuensi Radio
165725,Peraturan KPU No. 6 Tahun 2010,Pedoman Pelaporan Dana Kampanye Peserta Pemilihan Umum dalam Penyelenggaraan Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah,Dicabut,Peraturan KPU No. 8 Tahun 2015,"Dana Kampanye Peserta Pemilihan Gubernur dan Wakil Gubernur, Bupati dan Wakil Bupati, dan/atau Walikota dan Wakil Walikota"
165725,Peraturan KPU No. 6 Tahun 2010,Pedoman Pelaporan Dana Kampanye Peserta Pemilihan Umum dalam Penyelenggaraan Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah,Diubah,Peraturan KPU No. 18 Tahun 2010,Perubahan atas Peraturan Komisi Pemilihan Umum Nomor 6 Tahun 2010 Pedoman Pelaporan Dana Kampanye Peserta Pemilihan Umum Dalam Penyelenggaraan Pemilihan Umum Kepala Daerah dan Wakil Kepala Daerah
183378,PERBUP Kab. Gunung Mas No. 41 Tahun 2020,Standar Harga Satuan Barang Dan Jasa Serta Standar Biaya Kabupaten Gunung Mas Tahun Anggaran 2021,Diubah,PERBUP Kab. Gunung Mas No. 29 Tahun 2021,Perubahan atas Peraturan Bupati Gunung Mas Nomor 41 Tahun 2020 Tentang Standar Harga Satuan Barang dan Jasa Serta Standar Biaya Kabupaten Gunung Mas Tahun Anggaran 2021
93514,Permenhub No. 95 Tahun 2018,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services),Mencabut,Permenhub No. 108 Tahun 2016,Perubahan Kedua atas Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2015 Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services)
93514,Permenhub No. 95 Tahun 2018,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services),Mencabut,Permenhub No. 9 Tahun 2015,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services)
93514,Permenhub No. 95 Tahun 2018,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services),Mencabut,Permenhub No. 138 Tahun 2015,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2015 Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services)
200264,PP No. 16 Tahun 2022,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2022",Dicabut,PP No. 15 Tahun 2023,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2023"
200264,PP No. 16 Tahun 2022,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2022",Mencabut,PP No. 63 Tahun 2021,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2021"
159098,PP No. 63 Tahun 2021,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2021",Dicabut,PP No. 16 Tahun 2022,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2022"
159098,PP No. 63 Tahun 2021,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2021",Mencabut,PP No. 44 Tahun 2020,"Pemberian Gaji, Pensiun, Tunjangan, atau Penghasilan Ketiga Belas Tahun 2020 Kepada Pegawai Negeri Sipil, Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, Pegawai Nonpegawai Negeri Sipil, dan Penerima Pensiun atau Tunjangan"
159098,PP No. 63 Tahun 2021,"Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2021",Mencabut,PP No. 24 Tahun 2020,"Pemberian Tunjangan Hari Raya Tahun 2020 kepada Pegawai Negeri Sipil, Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, Pegawai Nonpegawai Negeri Sipil, dan Penerima Pensiun atau Tunjangan"
95670,Permenhub No. 52 Tahun 2010,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services),Dicabut,Permenhub No. 9 Tahun 2015,Peraturan Keselamatan Penerbangan Sipil Bagian 174 (Civil Aviation Safety Regulations Part 174) Tentang Pelayanan Informasi Meteorologi Penerbangan (Aeronautical Meteorological Information Services)
192562,PERBUP Kab. Klaten No. 63 Tahun 2021,"Kedudukan, Susunan Organisasi, Tugas, Fungsi, Uraian Tugas Jabatan dan Tata Kerja Dinas Komunikasi dan Informatika Kabupaten Klaten",Mencabut,Peraturan Bupati Klaten No. 52 Tahun 2016,"Kedudukan Susunan Organisasi, Tugas dan Fungsi serta Tata Kerja Dinas Komunikasi Informatika Kabupaten Klaten"
233463,PERBUP Kab. Purworejo No. 68 Tahun 2017,"Pencabutan Peraturan Bupati Purworejo Nomor 103 Tahun 2016 tentang Pembentukan, Kedudukan, Susunan Organisasi, Tugas dan Fungsi, serta Tata Kerja Unit Pelaksana Teknis Radio Irama FM pada Dinas Komunikasi dan Informatika Kabupaten Purworejo",Mencabut,PERBUP Kab. Purworejo No. 103 Tahun 2016,"Pembentukan, Kedudukan, Susunan Organisasi, Tugas dan Fungsi, serta Tata Kerja Unit Pelaksana Teknis Radio Irama FM pada Dinas Komunikasi dan Informatika Kabupaten Purworejo"
34833,UU No. 11 Tahun 1994,Perubahan atas Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah,Diubah,UU No. 42 Tahun 2009,"Perubahan Ketiga Atas Undang-Undang Nomor 8 Tahun 1983 Pajak Pertambahan Nilai Barang dan Jasa
"
34833,UU No. 11 Tahun 1994,Perubahan atas Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah,Diubah,UU No. 18 Tahun 2000,Perubahan Kedua atas Undang-Undang Nomor 8 Tahun 1983 Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah
34833,UU No. 11 Tahun 1994,Perubahan atas Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah,Mengubah,UU No. 8 Tahun 1983,Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah
99295,PERDA Kab. Lombok Barat No. 10 Tahun 2015,Pengelolaan BMD,Mencabut,,
246964,PERDA Kab. Kutai Kertanegara No. 3 Tahun 2019,Pengelolaan Barang Milik Daerah,Diubah,PERDA Kab. Kutai Kertanegara No. 3 Tahun 2018,"Perubahan atas Perda Nomor 3 Tahun 2015 Pemilihan dan Pemberhentian Kepala Desa
"
